SpireID, Dept, Number, Days, StartTime, EndTime, Associated, SectionNum, PrimaryClass, Instructor, CourseName, GenEd
"38090","History","HISTORY  373","","9:30:00AM","0:45:00AM","","","true","","",""
"34042","History","HISTORY  373","","1:00:00PM","1:50:00PM","","","true","","",""
"33891","History","HISTORY  373","","9:05:00AM","9:55:00AM","","","false","","",""
"33892","History","HISTORY  373","","","","","","false","","",""
"33893","History","HISTORY  388","","","","","","false","","",""
"34002","History","HISTORY  391CH","","","","","","true","","",""
"33926","History","HISTORY  392G","","2:30:00PM","5:00:00PM","","","true","","",""
"38252","History","HISTORY  392P","","4:40:00PM","5:55:00PM","","","true","","",""
"38108","History","HISTORY  394CI","","9:30:00AM","0:45:00AM","","","true","","",""
"33909","History","HISTORY  394CI","","9:05:00AM","9:55:00AM","","","true","","",""
"39640","History","HISTORY  396","","2:30:00PM","3:45:00PM","","","true","","",""
"33962","History","HISTORY  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"33976","History","HISTORY  397J","","1:00:00AM","1:00:00AM","","","true","","",""
"39609","History","HISTORY  397VW","","1:00:00PM","2:15:00PM","","","true","","",""
"38253","History","HISTORY  397VW","","","","","","true","","",""
"38254","History","HISTORY  491E","","1:00:00PM","4:00:00PM","","","false","","",""
"39576","History","HISTORY  491L","","3:35:00PM","4:50:00PM","","","true","","",""
"38256","History","HISTORY  496","","2:30:00PM","3:45:00PM","","","true","","",""
"33963","History","HISTORY  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"33977","History","HISTORY  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"33964","History","HISTORY  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"33965","History","HISTORY  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"33966","History","HISTORY  591AE","","1:00:00AM","1:00:00AM","","","true","","",""
"33910","History","HISTORY  591G","","2:30:00PM","5:00:00PM","","","true","","",""
"38111","History","HISTORY  592U","","2:30:00PM","3:45:00PM","","","true","","",""
"38112","History","HISTORY  593T","","4:00:00PM","6:30:00PM","","","true","","",""
"38259","History","HISTORY  596","","2:30:00PM","3:20:00PM","","","true","","",""
"33967","History","HISTORY  597","","1:00:00AM","1:00:00AM","","","true","","",""
"33968","History","HISTORY  597","","1:00:00AM","1:00:00AM","","","true","","",""
"33924","History","HISTORY  605","","1:00:00AM","1:00:00AM","","","true","","",""
"38115","History","HISTORY  659","","3:35:00PM","6:10:00PM","","","true","","",""
"33978","History","HISTORY  691L","","2:30:00PM","5:00:00PM","","","true","","",""
"38257","History","HISTORY  691P","","2:30:00PM","3:45:00PM","","","true","","",""
"33979","History","HISTORY  696","","3:35:00PM","6:05:00PM","","","true","","",""
"33969","History","HISTORY  696","","1:00:00AM","1:00:00AM","","","true","","",""
"34000","History","HISTORY  698","","1:00:00AM","1:00:00AM","","","true","","",""
"33973","History","HISTORY  699","","1:00:00AM","1:00:00AM","","","true","","",""
"33970","History","HISTORY  771","","1:00:00AM","1:00:00AM","","","true","","",""
"38379","History","HISTORY  796","","2:30:00PM","5:00:00PM","","","true","","",""
"33971","History","HISTORY  899","","1:00:00AM","1:00:00AM","","","true","","",""
"33972","History","HISTORY  899","","1:00:00AM","1:00:00AM","","","true","","",""
"34099","Honors College","HONORS  195C","","7:00:00PM","8:00:00PM","","","true","","",""
"34138","Honors College","HONORS  195C","","2:30:00PM","3:20:00PM","","","true","","",""
"38311","Honors College","HONORS  195D","","1:00:00AM","1:00:00AM","","","true","","",""
"34206","Honors College","HONORS  195D","","","","","","true","","",""
"34096","Honors College","HONORS  195D","","4:00:00PM","4:50:00PM","","","true","","",""
"39752","Honors College","HONORS  195D","","","","","","false","","",""
"39791","Honors College","HONORS  196","","","","","","false","","",""
"34123","Honors College","HONORS  198","","1:00:00AM","1:00:00AM","","","true","","",""
"34049","Honors College","HONORS  251","","1:00:00AM","1:00:00AM","","","true","","",""
"34101","Honors College","HONORS  291A","","5:30:00PM","7:30:00PM","","","true","","",""
"34151","Honors College","HONORS  291A","","9:05:00AM","9:55:00AM","","","true","","",""
"34153","Honors College","HONORS  291A","","9:30:00AM","0:45:00AM","","","true","","",""
"34155","Honors College","HONORS  291A","","","","","","false","","",""
"34156","Honors College","HONORS  291A","","","","","","false","","",""
"34157","Honors College","HONORS  291A","","","","","","false","","",""
"34194","Honors College","HONORS  291A","","","","","","false","","",""
"34159","Honors College","HONORS  291A","","","","","","false","","",""
"34160","Honors College","HONORS  291A","","","","","","false","","",""
"34165","Honors College","HONORS  291A","","","","","","false","","",""
"34167","Honors College","HONORS  291A","","","","","","false","","",""
"34168","Honors College","HONORS  291A","","","","","","false","","",""
"34169","Honors College","HONORS  291A","","","","","","false","","",""
"34170","Honors College","HONORS  291A","","","","","","false","","",""
"34171","Honors College","HONORS  291A","","","","","","false","","",""
"34172","Honors College","HONORS  291A","","6:00:00PM","7:15:00PM","","","true","","",""
"34173","Honors College","HONORS  291A","","","","","","false","","",""
"34198","Honors College","HONORS  291A","","","","","","false","","",""
"34199","Honors College","HONORS  291A","","","","","","false","","",""
"34200","Honors College","HONORS  291A","","","","","","false","","",""
"34201","Honors College","HONORS  291A","","","","","","false","","",""
"34202","Honors College","HONORS  291A","","","","","","false","","",""
"34050","Honors College","HONORS  291A","","","","","","false","","",""
"34051","Honors College","HONORS  295C","","","","","","false","","",""
"34093","Honors College","HONORS  296","","3:35:00PM","4:25:00PM","","","true","","",""
"34124","Honors College","HONORS  298","","1:00:00AM","1:00:00AM","","","true","","",""
"34103","Honors College","HONORS  391A","","1:00:00AM","1:00:00AM","","","true","","",""
"34174","Honors College","HONORS  391A","","9:30:00AM","0:20:00AM","","","true","","",""
"34175","Honors College","HONORS  391A","","","","","","false","","",""
"34176","Honors College","HONORS  391A","","","","","","false","","",""
"34178","Honors College","HONORS  391A","","","","","","false","","",""
"34179","Honors College","HONORS  391A","","","","","","false","","",""
"34180","Honors College","HONORS  391A","","","","","","false","","",""
"34183","Honors College","HONORS  391A","","","","","","false","","",""
"34184","Honors College","HONORS  391A","","","","","","false","","",""
"34185","Honors College","HONORS  391A","","","","","","false","","",""
"34187","Honors College","HONORS  391A","","","","","","false","","",""
"34052","Honors College","HONORS  391A","","","","","","false","","",""
"34053","Honors College","HONORS  391A","","","","","","false","","",""
"34054","Honors College","HONORS  391A","","","","","","false","","",""
"34055","Honors College","HONORS  391A","","","","","","false","","",""
"34191","Honors College","HONORS  391A","","","","","","false","","",""
"34193","Honors College","HONORS  391A","","","","","","false","","",""
"34057","Honors College","HONORS  391A","","","","","","false","","",""
"34060","Honors College","HONORS  391A","","","","","","false","","",""
"34061","Honors College","HONORS  391A","","6:00:00PM","8:30:00PM","","","true","","",""
"34062","Honors College","HONORS  391A","","","","","","false","","",""
"34064","Honors College","HONORS  391A","","","","","","false","","",""
"34067","Honors College","HONORS  391A","","","","","","false","","",""
"34070","Honors College","HONORS  391D","","","","","","false","","",""
"34112","Honors College","HONORS  391D","","9:05:00AM","9:55:00AM","","","true","","",""
"34113","Honors College","HONORS  391D","","","","","","true","","",""
"34114","Honors College","HONORS  391D","","","","","","true","","",""
"34116","Honors College","HONORS  391D","","1:25:00PM","2:15:00PM","","","true","","",""
"34117","Honors College","HONORS  391D","","2:30:00PM","3:20:00PM","","","true","","",""
"34118","Honors College","HONORS  391D","","3:35:00PM","4:25:00PM","","","true","","",""
"34121","Honors College","HONORS  391D","","9:30:00AM","0:20:00AM","","","true","","",""
"34142","Honors College","HONORS  391D","","","","","","true","","",""
"34122","Honors College","HONORS  391D","","1:00:00PM","1:50:00PM","","","true","","",""
"34130","Honors College","HONORS  391D","","2:30:00PM","3:20:00PM","","","true","","",""
"34072","Honors College","HONORS  391D","","6:00:00PM","6:50:00PM","","","true","","",""
"34073","Honors College","HONORS  391D","","9:05:00AM","9:55:00AM","","","true","","",""
"34074","Honors College","HONORS  391D","","","","","","true","","",""
"34075","Honors College","HONORS  391D","","","","","","true","","",""
"34144","Honors College","HONORS  391D","","1:25:00PM","2:15:00PM","","","true","","",""
"34150","Honors College","HONORS  391D","","2:30:00PM","3:20:00PM","","","true","","",""
"34077","Honors College","HONORS  391D","","3:35:00PM","4:25:00PM","","","true","","",""
"34080","Honors College","HONORS  391D","","9:30:00AM","0:20:00AM","","","true","","",""
"34081","Honors College","HONORS  391D","","","","","","true","","",""
"34082","Honors College","HONORS  391D","","1:00:00PM","1:50:00PM","","","true","","",""
"34084","Honors College","HONORS  391D","","2:30:00PM","3:20:00PM","","","true","","",""
"34087","Honors College","HONORS  391D","","6:00:00PM","8:30:00PM","","","true","","",""
"34090","Honors College","HONORS  396","","","","","","true","","",""
"34104","Honors College","HONORS  398","","1:00:00AM","1:00:00AM","","","true","","",""
"34106","Honors College","HONORS  451","","1:00:00AM","1:00:00AM","","","true","","",""
"34139","Honors College","HONORS  495A","","5:30:00PM","8:00:00PM","","","true","","",""
"34196","Honors College","HONORS  495B","","","","","","true","","",""
"34137","Honors College","HONORS  495C","","3:35:00PM","4:25:00PM","","","true","","",""
"34148","Honors College","HONORS  495K","","","","","","true","","",""
"38317","Honors College","HONORS  496","","1:00:00AM","1:00:00AM","","","true","","",""
"34107","Honors College","HONORS  498","","1:00:00AM","1:00:00AM","","","true","","",""
"34092","Honors College","HONORS  499C","","1:00:00AM","1:00:00AM","","","true","","",""
"34135","Honors College","HONORS  499P","","","","","","true","","",""
"34109","Honors College","HONORS  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"34110","Honors College","HONORS  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"34111","Honors College","HONORS  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"30547","Hospitality & Tourism Management","HT-MGT  100","","9:30:00AM","0:45:00AM","","","true","","",""
"30521","Hospitality & Tourism Management","HT-MGT  150","","","","","","false","","",""
"30524","Hospitality & Tourism Management","HT-MGT  150","","9:05:00AM","9:55:00AM","","","true","","",""
"30525","Hospitality & Tourism Management","HT-MGT  150","","","","","","false","","",""
"30526","Hospitality & Tourism Management","HT-MGT  150","","2:30:00PM","5:30:00PM","","","false","","",""
"30527","Hospitality & Tourism Management","HT-MGT  150","","9:30:00AM","2:30:00PM","","","false","","",""
"30528","Hospitality & Tourism Management","HT-MGT  150","","2:30:00PM","5:30:00PM","","","false","","",""
"30565","Hospitality & Tourism Management","HT-MGT  150","","9:05:00AM","2:05:00PM","","","false","","",""
"30568","Hospitality & Tourism Management","HT-MGT  196H","","1:25:00PM","4:25:00PM","","","false","","",""
"30560","Hospitality & Tourism Management","HT-MGT  240","","1:00:00AM","1:00:00AM","","","true","","",""
"30529","Hospitality & Tourism Management","HT-MGT  240","","1:00:00PM","2:15:00PM","","","true","","",""
"30522","Hospitality & Tourism Management","HT-MGT  250","","1:00:00AM","1:00:00AM","","","true","","",""
"30530","Hospitality & Tourism Management","HT-MGT  255","","9:30:00AM","0:45:00AM","","","true","","",""
"30531","Hospitality & Tourism Management","HT-MGT  260","","","","","","true","","",""
"30532","Hospitality & Tourism Management","HT-MGT  260","","8:00:00AM","9:15:00AM","","","true","","",""
"37724","Hospitality & Tourism Management","HT-MGT  296","","1:00:00AM","1:00:00AM","","","true","","",""
"30533","Hospitality & Tourism Management","HT-MGT  296H","","1:00:00AM","1:00:00AM","","","true","","",""
"30561","Hospitality & Tourism Management","HT-MGT  298","","1:00:00AM","1:00:00AM","","","true","","",""
"30567","Hospitality & Tourism Management","HT-MGT  298I","","1:00:00AM","1:00:00AM","","","true","","",""
"30534","Hospitality & Tourism Management","HT-MGT  298O","","1:00:00AM","1:00:00AM","","","true","","",""
"30553","Hospitality & Tourism Management","HT-MGT  298W","","1:00:00AM","1:00:00AM","","","true","","",""
"30518","Hospitality & Tourism Management","HT-MGT  298Y","","1:00:00AM","1:00:00AM","","","true","","",""
"30535","Hospitality & Tourism Management","HT-MGT  317","","1:00:00AM","1:00:00AM","","","true","","",""
"30569","Hospitality & Tourism Management","HT-MGT  320","","1:00:00PM","2:15:00PM","","","true","","",""
"30536","Hospitality & Tourism Management","HT-MGT  320","","1:00:00AM","1:00:00AM","","","true","","",""
"30574","Hospitality & Tourism Management","HT-MGT  332","","","","","","true","","",""
"30570","Hospitality & Tourism Management","HT-MGT  334","","6:00:00PM","8:30:00PM","","","true","","",""
"30555","Hospitality & Tourism Management","HT-MGT  334","","1:00:00PM","2:15:00PM","","","true","","",""
"30572","Hospitality & Tourism Management","HT-MGT  336","","4:00:00PM","5:15:00PM","","","true","","",""
"30556","Hospitality & Tourism Management","HT-MGT  344","","","","","","true","","",""
"30554","Hospitality & Tourism Management","HT-MGT  355","","2:30:00PM","3:45:00PM","","","true","","",""
"30548","Hospitality & Tourism Management","HT-MGT  355","","9:05:00AM","9:55:00AM","","","true","","",""
"30549","Hospitality & Tourism Management","HT-MGT  355","","9:15:00AM","2:00:00PM","","","false","","",""
"30550","Hospitality & Tourism Management","HT-MGT  355","","3:15:00PM","8:00:00PM","","","false","","",""
"30551","Hospitality & Tourism Management","HT-MGT  355","","9:15:00AM","2:00:00PM","","","false","","",""
"30552","Hospitality & Tourism Management","HT-MGT  355","","3:15:00PM","8:00:00PM","","","false","","",""
"30516","Hospitality & Tourism Management","HT-MGT  355","","3:15:00PM","8:00:00PM","","","false","","",""
"30517","Hospitality & Tourism Management","HT-MGT  356","","9:15:00AM","2:00:00PM","","","false","","",""
"30557","Hospitality & Tourism Management","HT-MGT  356","","6:00:00PM","9:00:00PM","","","true","","",""
"30571","Hospitality & Tourism Management","HT-MGT  370","","6:00:00PM","9:00:00PM","","","true","","",""
"30537","Hospitality & Tourism Management","HT-MGT  370","","9:30:00AM","0:45:00AM","","","true","","",""
"30538","Hospitality & Tourism Management","HT-MGT  370","","","","","","true","","",""
"30566","Hospitality & Tourism Management","HT-MGT  396","","","","","","true","","",""
"30539","Hospitality & Tourism Management","HT-MGT  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"30562","Hospitality & Tourism Management","HT-MGT  397D","","1:00:00AM","1:00:00AM","","","true","","",""
"30523","Hospitality & Tourism Management","HT-MGT  397G","","","","","","true","","",""
"30573","Hospitality & Tourism Management","HT-MGT  398","","6:00:00PM","8:30:00PM","","","true","","",""
"30540","Hospitality & Tourism Management","HT-MGT  433","","1:00:00AM","1:00:00AM","","","true","","",""
"39734","Hospitality & Tourism Management","HT-MGT  444","","1:00:00PM","2:15:00PM","","","true","","",""
"30520","Hospitality & Tourism Management","HT-MGT  492L","","4:00:00PM","5:15:00PM","","","true","","",""
"30519","Hospitality & Tourism Management","HT-MGT  496","","1:00:00PM","2:15:00PM","","","true","","",""
"30541","Hospitality & Tourism Management","HT-MGT  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"30563","Hospitality & Tourism Management","HT-MGT  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"30542","Hospitality & Tourism Management","HT-MGT  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"30543","Hospitality & Tourism Management","HT-MGT  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"30544","Hospitality & Tourism Management","HT-MGT  696","","1:00:00AM","1:00:00AM","","","true","","",""
"30558","Hospitality & Tourism Management","HT-MGT  697","","1:00:00AM","1:00:00AM","","","true","","",""
"30545","Hospitality & Tourism Management","HT-MGT  698","","1:00:00AM","1:00:00AM","","","true","","",""
"30559","Hospitality & Tourism Management","HT-MGT  699","","1:00:00AM","1:00:00AM","","","true","","",""
"30546","Hospitality & Tourism Management","HT-MGT  796","","1:00:00AM","1:00:00AM","","","true","","",""
"30564","Hospitality & Tourism Management","HT-MGT  796","","1:00:00AM","1:00:00AM","","","true","","",""
"35554","Human Development","HUMANDEV  252","","1:00:00AM","1:00:00AM","","","true","","",""
"35563","Human Development","HUMANDEV  270","","3:35:00PM","6:05:00PM","","","true","","",""
"35560","Human Development","HUMANDEV  270","","9:30:00AM","0:45:00AM","","","true","","",""
"35561","Human Development","HUMANDEV  270","","","","","","true","","",""
"35565","Human Development","HUMANDEV  296H","","1:00:00PM","2:15:00PM","","","true","","",""
"35555","Human Development","HUMANDEV  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"35556","Human Development","HUMANDEV  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"35557","Human Development","HUMANDEV  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"35558","Human Development","HUMANDEV  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"35559","Human Development","HUMANDEV  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"35562","Human Development","HUMANDEV  660","","1:00:00AM","1:00:00AM","","","true","","",""
"35552","Human Development","HM&FNART  190S","","4:00:00PM","6:30:00PM","","","true","","",""
"37851","Human Development","HM&FNART  390P","","1:25:00PM","2:15:00PM","","","true","","",""
"39775","Human Development","HM&FNART  500","","4:40:00PM","6:00:00PM","","","true","","",""
"39774","Human Development","HM&FNART  504","","4:00:00PM","5:15:00PM","","","true","","",""
"39777","Human Development","HM&FNART  509","","4:00:00PM","5:15:00PM","","","true","","",""
"39776","Human Development","HM&FNART  509","","4:00:00PM","5:15:00PM","","","true","","",""
"34223","Italian Studies","ITALIAN  110","","9:05:00AM","9:55:00AM","","","true","","",""
"34224","Italian Studies","ITALIAN  110","","","","","","true","","",""
"34225","Italian Studies","ITALIAN  110","","","","","","true","","",""
"34226","Italian Studies","ITALIAN  110","","","","","","true","","",""
"34243","Italian Studies","ITALIAN  110","","","","","","true","","",""
"34255","Italian Studies","ITALIAN  110","","","","","","true","","",""
"34256","Italian Studies","ITALIAN  110","","1:25:00PM","2:15:00PM","","","true","","",""
"34257","Italian Studies","ITALIAN  120","","1:25:00PM","2:15:00PM","","","true","","",""
"34250","Italian Studies","ITALIAN  120","","9:05:00AM","9:55:00AM","","","true","","",""
"34251","Italian Studies","ITALIAN  120","","","","","","true","","",""
"34214","Italian Studies","ITALIAN  126","","1:25:00PM","2:15:00PM","","","true","","",""
"34227","Italian Studies","ITALIAN  126H","","","","","","true","","",""
"34253","Italian Studies","ITALIAN  196","","","","","","true","","",""
"34228","Italian Studies","ITALIAN  196H","","1:00:00AM","1:00:00AM","","","true","","",""
"34244","Italian Studies","ITALIAN  230","","1:00:00AM","1:00:00AM","","","true","","",""
"34229","Italian Studies","ITALIAN  230","","","","","","true","","",""
"34230","Italian Studies","ITALIAN  246","","9:05:00AM","9:55:00AM","","","true","","",""
"34242","Italian Studies","ITALIAN  280","","1:20:00PM","3:20:00PM","","","true","","",""
"34248","Italian Studies","ITALIAN  296","","1:00:00AM","1:00:00AM","","","true","","",""
"34231","Italian Studies","ITALIAN  296H","","1:00:00AM","1:00:00AM","","","true","","",""
"34245","Italian Studies","ITALIAN  298","","1:00:00AM","1:00:00AM","","","true","","",""
"34232","Italian Studies","ITALIAN  303","","1:00:00AM","1:00:00AM","","","true","","",""
"34254","Italian Studies","ITALIAN  324","","","","","","true","","",""
"34215","Italian Studies","ITALIAN  371","","9:30:00AM","0:45:00AM","","","true","","",""
"34252","Italian Studies","ITALIAN  396","","9:30:00AM","0:45:00AM","","","true","","",""
"34233","Italian Studies","ITALIAN  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"34246","Italian Studies","ITALIAN  398","","1:00:00AM","1:00:00AM","","","true","","",""
"34234","Italian Studies","ITALIAN  496","","1:00:00AM","1:00:00AM","","","true","","",""
"34235","Italian Studies","ITALIAN  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"34247","Italian Studies","ITALIAN  497M","","1:00:00AM","1:00:00AM","","","true","","",""
"38094","Italian Studies","ITALIAN  498Y","","","","","","true","","",""
"34236","Italian Studies","ITALIAN  499P","","1:00:00AM","1:00:00AM","","","true","","",""
"34237","Italian Studies","ITALIAN  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"34238","Italian Studies","ITALIAN  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"34239","Italian Studies","ITALIAN  596","","1:00:00AM","1:00:00AM","","","true","","",""
"34240","Italian Studies","ITALIAN  597M","","1:00:00AM","1:00:00AM","","","true","","",""
"38095","Italian Studies","ITALIAN  696","","","","","","true","","",""
"34241","Italian Studies","ITALIAED  282","","1:00:00AM","1:00:00AM","","","true","","",""
"34211","Italian Studies","ITALIAED  482","","1:00:00AM","1:00:00AM","","","true","","",""
"34212","Italian Studies","ITALIAED  500U","","1:00:00AM","1:00:00AM","","","true","","",""
"34213","Italian Studies","ITALIAED  500U","","1:00:00AM","1:00:00AM","","","true","","",""
"38194","Japanese","JAPANESE     H02","","1:00:00AM","1:00:00AM","","","true","","",""
"38195","Japanese","JAPANESE  120","","1:00:00AM","1:00:00AM","","","true","","",""
"34284","Japanese","JAPANESE  120","","","","","","true","","",""
"34285","Japanese","JAPANESE  126","","","","","","true","","",""
"34261","Japanese","JAPANESE  126","","9:30:00AM","0:45:00AM","","","true","","",""
"34262","Japanese","JAPANESE  126","","","","","","true","","",""
"34263","Japanese","JAPANESE  126","","9:05:00AM","9:55:00AM","","","false","","",""
"34264","Japanese","JAPANESE  126","","","","","","false","","",""
"34265","Japanese","JAPANESE  126","","","","","","false","","",""
"34294","Japanese","JAPANESE  135","","","","","","false","","",""
"34266","Japanese","JAPANESE  144","","4:00:00PM","5:15:00PM","","","true","","",""
"34267","Japanese","JAPANESE  144","","","","","","true","","",""
"38198","Japanese","JAPANESE  144","","9:05:00AM","9:55:00AM","","","false","","",""
"38199","Japanese","JAPANESE  144","","","","","","false","","",""
"38200","Japanese","JAPANESE  196","","","","","","false","","",""
"34268","Japanese","JAPANESE  196H","","1:00:00AM","1:00:00AM","","","true","","",""
"34288","Japanese","JAPANESE  197M","","1:00:00AM","1:00:00AM","","","true","","",""
"34293","Japanese","JAPANESE  235","","3:35:00PM","4:25:00PM","","","true","","",""
"34303","Japanese","JAPANESE  285","","4:00:00PM","5:15:00PM","","","true","","",""
"34269","Japanese","JAPANESE  296","","1:00:00AM","1:00:00AM","","","true","","",""
"34270","Japanese","JAPANESE  296H","","1:00:00AM","1:00:00AM","","","true","","",""
"34289","Japanese","JAPANESE  326","","1:00:00AM","1:00:00AM","","","true","","",""
"34271","Japanese","JAPANESE  326","","9:30:00AM","0:45:00AM","","","true","","",""
"34295","Japanese","JAPANESE  326","","","","","","true","","",""
"34272","Japanese","JAPANESE  326","","","","","","false","","",""
"34273","Japanese","JAPANESE  326","","","","","","false","","",""
"34292","Japanese","JAPANESE  391G","","","","","","false","","",""
"39534","Japanese","JAPANESE  391M","","3:35:00PM","4:25:00PM","","","true","","",""
"34259","Japanese","JAPANESE  396","","3:35:00PM","6:30:00PM","","","true","","",""
"34274","Japanese","JAPANESE  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"34290","Japanese","JAPANESE  496","","1:00:00AM","1:00:00AM","","","true","","",""
"34275","Japanese","JAPANESE  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"34291","Japanese","JAPANESE  497A","","1:00:00AM","1:00:00AM","","","true","","",""
"34276","Japanese","JAPANESE  497B","","9:30:00AM","0:45:00AM","","","true","","",""
"34286","Japanese","JAPANESE  498Y","","1:25:00PM","2:15:00PM","","","true","","",""
"34277","Japanese","JAPANESE  499C","","1:00:00AM","1:00:00AM","","","true","","",""
"34300","Japanese","JAPANESE  499P","","2:30:00PM","3:45:00PM","","","true","","",""
"34278","Japanese","JAPANESE  499T","","1:00:00AM","1:00:00AM","","","true","","",""
"34279","Japanese","JAPANESE  499Y","","1:00:00AM","1:00:00AM","","","true","","",""
"34280","Japanese","JAPANESE  532","","1:00:00AM","1:00:00AM","","","true","","",""
"34296","Japanese","JAPANESE  536","","","","","","true","","",""
"34305","Japanese","JAPANESE  556","","1:25:00PM","2:15:00PM","","","true","","",""
"34304","Japanese","JAPANESE  580","","2:30:00PM","3:45:00PM","","","true","","",""
"34301","Japanese","JAPANESE  591M","","2:30:00PM","5:30:00PM","","","true","","",""
"38204","Japanese","JAPANESE  592F","","3:35:00PM","6:30:00PM","","","true","","",""
"34287","Japanese","JAPANESE  592G","","1:00:00AM","1:00:00AM","","","true","","",""
"34308","Japanese","JAPANESE  592R","","1:00:00AM","1:00:00AM","","","true","","",""
"34297","Japanese","JAPANESE  592S","","1:00:00AM","1:00:00AM","","","true","","",""
"34299","Japanese","JAPANESE  596","","1:00:00AM","1:00:00AM","","","true","","",""
"34281","Japanese","JAPANESE  597K","","1:00:00AM","1:00:00AM","","","true","","",""
"38206","Japanese","JAPANESE  691A","","","","","","true","","",""
"34302","Japanese","JAPANESE  696","","1:00:00PM","2:15:00PM","","","true","","",""
"34282","Japanese","JAPANESE  699","","1:00:00AM","1:00:00AM","","","true","","",""
"34283","Japanese","JAPANESE  699","","1:00:00AM","1:00:00AM","","","true","","",""
"34348","Journalism","JOURNAL  197A","","3:35:00PM","5:30:00PM","","","true","","",""
"34349","Journalism","JOURNAL  201","","3:35:00PM","5:30:00PM","","","false","","",""
"34340","Journalism","JOURNAL  201","","9:30:00AM","0:45:00AM","","","true","","",""
"34344","Journalism","JOURNAL  225","","1:00:00PM","2:15:00PM","","","false","","",""
"37969","Journalism","JOURNAL  298A","","2:30:00PM","3:45:00PM","","","true","","",""
"34328","Journalism","JOURNAL  300","","1:00:00AM","1:00:00AM","","","true","","",""
"34320","Journalism","JOURNAL  300","","4:40:00PM","6:35:00PM","","","true","","",""
"34321","Journalism","JOURNAL  300","","","","","","false","","",""
"34341","Journalism","JOURNAL  300","","","","","","false","","",""
"34345","Journalism","JOURNAL  301","","","","","","false","","",""
"34332","Journalism","JOURNAL  301","","1:25:00PM","3:00:00PM","","","true","","",""
"34351","Journalism","JOURNAL  310","","2:30:00PM","4:05:00PM","","","true","","",""
"37970","Journalism","JOURNAL  320H","","","","","","true","","",""
"39665","Journalism","JOURNAL  332","","1:00:00PM","2:15:00PM","","","true","","",""
"34343","Journalism","JOURNAL  333","","","","","","true","","",""
"37971","Journalism","JOURNAL  333","","6:00:00PM","7:15:00PM","","","true","","",""
"37972","Journalism","JOURNAL  391T","","9:30:00AM","0:45:00AM","","","true","","",""
"37973","Journalism","JOURNAL  393F","","2:30:00PM","4:30:00PM","","","true","","",""
"34355","Journalism","JOURNAL  393N","","4:00:00PM","7:00:00PM","","","true","","",""
"34315","Journalism","JOURNAL  394C","","6:00:00PM","9:00:00PM","","","true","","",""
"34356","Journalism","JOURNAL  394I","","","","","","true","","",""
"34319","Journalism","JOURNAL  395N","","1:00:00AM","1:00:00AM","","","true","","",""
"34337","Journalism","JOURNAL  395N","","","","","","true","","",""
"37974","Journalism","JOURNAL  396","","","","","","true","","",""
"34322","Journalism","JOURNAL  396H","","1:00:00AM","1:00:00AM","","","true","","",""
"34335","Journalism","JOURNAL  397EJ","","1:00:00AM","1:00:00AM","","","true","","",""
"34342","Journalism","JOURNAL  397G","","9:05:00AM","0:30:00AM","","","true","","",""
"34338","Journalism","JOURNAL  397TG","","","","","","true","","",""
"34350","Journalism","JOURNAL  398","","2:30:00PM","4:30:00PM","","","true","","",""
"34323","Journalism","JOURNAL  425","","1:00:00AM","1:00:00AM","","","true","","",""
"38346","Journalism","JOURNAL  435","","","","","","true","","",""
"34346","Journalism","JOURNAL  460","","4:00:00PM","5:15:00PM","","","true","","",""
"34331","Journalism","JOURNAL  492M","","4:00:00PM","5:15:00PM","","","true","","",""
"34339","Journalism","JOURNAL  492M","","6:00:00PM","9:00:00PM","","","true","","",""
"39854","Journalism","JOURNAL  494MI","","2:30:00PM","5:30:00PM","","","true","","",""
"34311","Journalism","JOURNAL  496","","","","","","true","","",""
"34324","Journalism","JOURNAL  496H","","1:00:00AM","1:00:00AM","","","true","","",""
"34334","Journalism","JOURNAL  497B","","1:00:00AM","1:00:00AM","","","true","","",""
"34347","Journalism","JOURNAL  497M","","2:30:00PM","5:30:00PM","","","true","","",""
